"","X1","rating","plan","state","type","ncqa","consumersat","prevention","treatment","instype","plantype"
"830",9101,3,"GlobalHealth, Inc.","OK","HMO","Yes",2.5,2,3,"Commercial","Other"
"831",1099,3,"United Healthcare Services, Inc  (Oklahoma)","OK","PPO","Yes",3,2,2.5,"Commercial","United"
"832",1193,3,"UnitedHealthcare Insurance Company (Oklahoma)","OK","PPO","Yes",3,2,2.5,"Commercial","United"
"833",1287,2.5,"Aetna Life Insurance Company (Oklahoma)","OK","PPO/EPO","Yes",3,1.5,2,"Commercial","Aetna"
"834",1385,2.5,"UnitedHealthcare of Oklahoma","OK","HMO","Yes",4.5,1.5,1.5,"Commercial","United"
"835",9102,4.5,"Aetna Life Insurance Company (Oklahoma)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5521","OK","PPO","Yes",3.5,4,4,"Medicare","Aetna"
"836",10100,4,"Aetna Health Inc. (Pennsylvania) - Oklahoma
                                    
                                        
                                    

                                    
                                        CMS Contract: H3931","OK","HMO","Yes",3,4,3.5,"Medicare","Aetna"
"837",1194,4,"Sierra Health and Life Insurance Company, Inc. (AR,LA,NM,OK,TX)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","OK","PPO","Yes",3.5,4,3.5,"Medicare","Other"
"838",1288,3.5,"CommunityCare Managed Healthcare Plans of Oklahoma
                                    
                                        
                                    

                                    
                                        CMS Contract: H3755","OK","HMO","No",4,4.5,3,"Medicare","Other"
"839",1386,3.5,"Coventry Health and Life Insurance Company (Iowa)
                                    
                                        
                                    

                                    
                                        CMS Contract: H1608","OK","PPO","No",4,3.5,3.5,"Medicare","Coventry"
"840",1475,3.5,"Coventry Health Care of Missouri, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H2663","OK","HMO/POS","No",3.5,3.5,3.5,"Medicare","Coventry"
"841",1574,3.5,"UnitedHealthcare of Oklahoma, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H3749","OK","HMO","Yes",3.5,3.5,3,"Medicare","United"
"842",1668,3,"Humana Regional Health Plan, Inc. (Oklahoma)
                                    
                                        
                                    

                                    
                                        CMS Contract: H4145","OK","HMO","No",2.5,3,3,"Medicare","Humana"
"843",1762,2.5,"Humana Insurance Company
                                    
                                        
                                    

                                    
                                        CMS Contract: R5826","OK","PPO","No",2.5,2.5,3,"Medicare","Humana"
"844",9103,4.5,"Kaiser Foundation Health Plan of the Northwest, Inc.","OR","HMO","Yes",2,4.5,4,"Commercial","Kaiser"
"845",10101,4,"Providence Health Plans - Oregon","OR","PPO","Yes",2.5,3,3.5,"Commercial","Other"
"846",1195,3.5,"Moda Health Plan, Inc. (Oregon)","OR","PPO","Yes",2,3,3.5,"Commercial","Other"
"847",1289,3.5,"United Healthcare Services, Inc  (Oregon)","OR","PPO","Yes",2.5,3,3,"Commercial","United"
"848",1387,3.5,"UnitedHealthcare Insurance Company (Oregon)","OR","PPO","Yes",2.5,3,3,"Commercial","United"
"849",1476,3,"Aetna Life Insurance Company (Oregon)","OR","PPO/EPO","Yes",2,1.5,3,"Commercial","Aetna"
"850",1575,3,"Cigna Health and Life Insurance Company - Oregon","OR","PPO","Yes",2,2.5,3,"Commercial","Cigna"
"851",1669,3,"Connecticut General Life Insurance Company - Oregon","OR","PPO","Yes",2,2.5,3,"Commercial","Connecticut General"
"852",1763,3,"PacificSource Health Plans - Oregon","OR","PPO","Yes",2.5,2.5,3,"Commercial","Other"
"853",1857,3,"Regence BlueCross BlueShield of Oregon","OR","PPO","Yes",2.5,2,3,"Commercial","Blue"
"854",9104,5,"Kaiser Foundation Health Plan of the Northwest, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H9003","OR","HMO","Yes",4,5,4.5,"Medicare","Kaiser"
"855",10102,4,"Providence Health Assurance
                                    
                                        
                                    

                                    
                                        CMS Contract: H9047","OR","HMO/POS","No",4,5,4,"Medicare","Other"
"856",1196,4,"Regence BlueCross BlueShield of Oregon
                                    
                                        
                                    

                                    
                                        CMS Contract: H3817","OR","PPO","Yes",3.5,3.5,3.5,"Medicare","Blue"
"857",1290,4,"Sierra Health and Life Insurance Company, Inc. (ID,OR,WA)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","OR","PPO","Yes",3.5,4,3.5,"Medicare","Other"
"858",1477,3.5,"Health Net Health Plan of Oregon, Inc
                                    
                                        
                                    

                                    
                                        CMS Contract: H6815","OR","HMO","No",3.5,3.5,3.5,"Medicare","Health Net"
"859",1576,3.5,"Health Plan of CareOregon
                                    
                                        
                                    

                                    
                                        CMS Contract: H5859","OR","POS","Yes",2.5,2.5,3,"Medicare","Other"
"860",1670,3.5,"Moda Health Plan, Inc. (Oregon)
                                    
                                        
                                    

                                    
                                        CMS Contract: H3813","OR","PPO","No",3.5,4,3.5,"Medicare","Other"
"861",1764,3.5,"Regence BlueCross BlueShield of Oregon
                                    
                                        
                                    

                                    
                                        CMS Contract: H6237","OR","HMO","Yes",3.5,3.5,3,"Medicare","Blue"
"862",1858,3.5,"Trillium Community Health Planʠ
                                    
                                        
                                    

                                    
                                        CMS Contract: H2174","OR","HMO","Yes",1.5,2.5,3.5,"Medicare","Other"
"863",1956,3.5,"UnitedHealthcare Insurance Company  - Oregon / Washington
                                    
                                        
                                    

                                    
                                        CMS Contract: H1286","OR","HMO","Yes",3,4,3,"Medicare","United"
"864",2050,3,"ATRIO Health Plans, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H7006","OR","PPO","No",3,3.5,2.5,"Medicare","Other"
